From Date,PM2.5,NO,NO2,NOx,NH3,SO2,CO,Ozone,RH,WS,WD,BP,AT
2024-01-01,61.45,0.53,2.8,1.7,3.59,3.19,0.95,4.05,75.23,0.56,201.77,967.69,25.17
2024-01-02,72.78,1.85,2.98,3.32,3.59,3.25,1.07,4.12,75.95,0.59,184.1,967.01,25.04
2024-01-03,64.04,3.17,2.73,5.18,3.39,3.0,1.12,4.21,78.85,0.55,188.62,966.71,24.67
2024-01-04,45.69,3.1,2.24,4.71,3.21,3.5,1.0,4.15,82.05,0.72,188.42,966.51,24.56
2024-01-05,40.67,3.4,2.1,4.96,3.21,3.58,1.02,4.17,93.94,0.69,235.6,966.44,22.49
2024-01-06,58.23,3.17,2.48,5.0,3.23,3.57,0.22,4.08,70.27,0.53,181.61,966.04,27.75
2024-01-07,35.43,3.17,2.81,5.24,3.25,3.43,0.2,4.1,79.73,0.55,182.37,966.71,25.72
2024-01-08,28.42,3.52,2.96,5.79,3.24,3.46,0.2,3.99,86.18,0.72,186.33,967.28,24.48
2024-01-09,31.44,3.52,3.18,5.98,3.24,3.53,0.32,3.98,93.57,0.87,171.05,967.12,23.01
2024-01-10,56.56,3.44,4.04,6.56,3.24,3.57,0.37,4.0,71.63,0.67,193.87,967.55,26.23
2024-01-11,52.68,3.44,3.3,5.97,3.31,3.48,0.31,4.05,72.55,0.72,202.93,967.84,25.23
2024-01-12,55.06,3.25,2.88,5.41,3.33,6.56,0.21,4.0,72.75,0.71,201.25,967.92,24.53
2024-01-13,63.4,4.26,3.79,7.36,3.33,14.52,0.43,4.16,71.72,0.61,214.84,968.58,24.82
2024-01-14,86.89,2.99,2.13,4.49,3.39,14.38,0.31,3.97,72.6,0.66,196.68,967.66,25.76
2024-01-15,81.2,2.97,1.88,4.27,3.38,14.55,0.26,4.07,66.51,0.56,198.47,967.31,25.65
2024-01-16,70.52,3.03,1.58,4.1,3.35,14.73,0.17,4.0,83.13,0.76,212.52,967.05,22.24
2024-01-18,44.55,3.5,3.52,6.22,3.35,15.29,0.39,3.83,55.7,0.64,205.19,965.61,28.5
2024-01-19,41.28,3.1,1.72,4.29,3.39,14.68,0.14,4.15,69.79,0.68,182.62,966.5,26.98
2024-01-20,45.07,3.29,2.21,4.93,3.39,14.64,0.23,3.98,70.05,0.63,186.88,967.82,26.39
2024-01-21,53.33,3.34,3.1,5.69,3.38,14.56,0.3,3.98,65.31,0.59,205.89,967.73,26.74
2024-01-22,48.29,3.34,3.24,5.8,3.36,14.74,0.29,3.78,64.1,0.67,205.25,968.58,26.7
2024-01-23,58.49,3.23,3.46,5.84,3.37,14.89,0.36,3.84,64.13,0.58,204.3,968.29,26.32
2024-01-24,48.44,3.14,3.05,5.4,3.35,14.83,0.34,3.72,63.74,0.71,198.0,967.87,26.65
2024-01-25,44.67,3.06,2.39,4.78,3.37,14.84,0.3,3.78,62.62,0.71,192.56,968.53,26.42
2024-01-26,42.99,3.05,2.43,4.8,3.35,14.54,0.27,3.91,66.58,0.74,194.79,970.34,24.85
2024-01-27,41.23,3.28,2.85,5.41,3.33,14.43,0.43,4.02,65.88,0.76,180.31,970.19,25.82
2024-01-28,44.48,3.45,2.34,5.21,3.35,14.38,1.48,3.96,65.37,0.63,179.0,969.77,25.96
2024-01-29,57.49,3.17,2.79,5.23,3.35,14.59,1.64,4.11,66.69,0.64,179.2,969.12,25.95
2024-01-30,58.94,4.1,4.21,7.5,3.33,14.65,0.69,4.07,65.38,0.57,203.07,968.44,26.14
2024-01-31,62.83,3.15,2.81,5.2,3.37,14.57,1.06,4.0,69.99,0.61,201.22,968.43,26.78
2024-02-01,60.4,3.24,2.61,5.18,3.41,14.29,0.1,4.11,71.13,0.67,204.54,968.36,27.35
2024-02-02,47.71,3.49,3.79,6.43,3.43,13.8,0.1,4.07,71.91,0.52,194.94,967.81,27.23
2024-02-03,40.52,3.48,2.88,5.68,3.42,14.19,0.1,3.92,66.78,0.74,183.26,968.48,27.8
2024-02-04,43.44,2.98,1.79,4.21,3.43,13.71,0.1,4.06,61.5,0.65,191.16,970.18,27.16
2024-02-05,35.19,3.14,1.95,4.53,3.42,13.65,0.1,3.83,62.55,0.75,191.24,969.9,26.84
2024-02-06,62.13,2.97,2.33,4.62,3.41,14.38,0.1,4.21,47.63,0.76,197.23,968.99,29.76
2024-02-07,57.27,3.43,3.3,5.97,3.39,13.69,0.1,4.1,57.26,0.74,212.35,969.37,27.48
2024-02-08,55.5,3.46,3.85,6.44,3.35,13.94,0.96,3.85,53.59,0.77,219.34,968.44,27.84
2024-02-09,49.75,3.33,3.0,5.6,3.38,14.02,1.55,3.93,55.82,0.79,206.24,968.81,27.7
2024-02-10,62.97,3.16,1.59,4.27,3.43,13.7,1.55,3.68,65.35,0.71,188.31,970.31,26.86
2024-02-11,56.82,3.22,1.74,4.44,3.42,13.33,1.54,4.06,62.41,0.69,197.4,970.57,26.96
2024-02-12,53.02,3.56,3.34,6.14,3.38,13.39,1.54,4.13,61.33,0.78,203.9,969.89,26.49
2024-02-13,37.14,3.33,2.57,5.25,3.39,13.76,1.54,3.93,64.15,0.85,205.19,969.18,27.0
2024-02-14,41.01,3.1,1.71,4.29,3.42,13.85,1.54,4.03,66.39,0.71,185.07,968.56,27.37
2024-02-15,42.83,3.07,2.0,4.48,3.39,13.93,1.54,4.02,61.17,0.71,190.12,968.48,27.0
2024-02-16,48.18,3.24,2.37,4.98,3.39,13.71,1.54,4.04,62.27,0.76,201.08,968.82,27.08
2024-02-17,43.22,3.42,2.88,5.61,3.36,13.13,1.54,4.05,55.35,0.73,209.56,967.66,28.06
2024-02-18,39.3,3.09,1.74,4.29,3.4,13.92,1.55,3.99,57.52,0.71,192.52,966.89,28.1
2024-02-19,38.07,3.09,1.98,4.49,3.4,13.82,1.54,4.14,60.61,0.87,204.11,967.3,28.16
2024-02-20,43.61,3.14,2.66,5.09,3.37,13.61,1.54,4.06,58.37,0.88,204.49,967.3,28.41
2024-02-21,49.06,3.3,2.52,5.17,3.36,13.97,1.55,4.13,62.71,0.78,216.72,966.24,28.66
2024-02-22,39.09,3.09,2.65,5.02,3.29,14.21,1.02,3.76,67.82,0.7,209.78,966.29,28.53
2024-02-23,39.25,3.1,4.36,6.4,3.01,14.06,0.1,3.82,58.1,0.82,220.31,965.19,30.19
2024-02-24,38.53,3.28,5.03,7.15,2.93,14.61,0.1,3.66,71.04,0.78,224.12,965.72,28.05
2024-02-26,36.63,3.26,4.3,6.55,2.89,15.0,0.1,3.34,51.99,1.1,193.84,966.12,30.48
2024-02-27,38.37,3.01,4.22,6.17,2.85,15.85,0.1,3.7,52.86,0.82,197.14,966.51,30.22
2024-02-28,37.76,3.4,4.54,6.92,2.84,14.71,0.1,3.86,59.35,0.74,195.66,966.3,28.33
2024-02-29,35.59,3.41,4.52,6.91,2.85,15.46,0.15,3.99,54.46,0.79,202.61,966.59,28.88
2024-03-01,36.62,3.21,4.57,6.7,2.86,15.79,0.11,4.01,51.63,0.82,195.09,967.74,29.01
2024-03-02,48.28,4.43,8.43,11.27,2.7,15.59,0.1,4.08,54.29,0.92,220.28,967.45,27.68
2024-03-03,48.55,3.3,4.9,7.08,2.85,15.56,0.1,4.07,59.26,0.86,210.07,966.47,27.97
2024-03-04,52.97,3.44,4.72,7.1,2.87,15.3,0.1,3.94,60.69,0.79,222.54,966.2,29.0
2024-03-05,42.77,3.4,4.16,6.61,2.89,15.76,0.1,4.01,62.16,0.77,200.46,966.17,29.3
2024-03-06,41.77,2.94,3.68,5.66,2.93,13.87,0.1,4.05,32.48,1.24,255.57,966.23,35.69
2024-03-07,33.65,3.06,4.11,6.16,2.96,16.84,0.1,4.07,43.86,0.92,215.57,965.15,32.73
2024-03-08,39.98,3.63,5.44,7.92,2.89,16.32,0.1,3.85,54.77,0.69,218.86,966.1,30.04
2024-03-09,39.75,3.44,4.51,6.93,2.9,16.41,0.1,3.83,63.73,0.79,218.95,965.87,29.8
2024-03-10,43.3,3.21,3.65,5.97,2.94,16.39,0.1,3.89,65.93,0.78,212.18,967.63,29.8
2024-03-11,53.06,3.16,3.74,5.98,2.96,16.5,0.1,4.06,54.42,0.72,206.45,969.08,30.03
2024-03-12,46.81,3.44,4.65,7.07,2.93,16.18,0.1,3.79,58.24,0.78,212.03,968.6,29.6
2024-03-13,50.96,3.4,4.79,7.11,2.87,16.69,0.1,3.72,60.34,0.78,232.67,967.19,30.12
2024-03-14,44.45,3.3,3.7,6.11,2.92,16.65,0.1,3.94,68.1,0.78,221.22,966.7,30.0
2024-03-15,47.84,3.27,3.35,5.8,2.97,16.05,0.1,3.87,74.35,0.72,212.55,965.78,29.09
2024-03-16,45.58,3.44,4.46,6.91,2.91,16.56,0.1,4.02,66.97,0.78,216.67,966.21,29.68
2024-03-17,31.95,3.4,3.89,6.39,2.9,16.79,0.11,3.81,63.04,0.78,216.81,966.5,29.3
2024-03-18,32.0,3.31,4.08,6.43,2.89,16.25,0.11,3.69,64.11,0.8,216.4,966.26,29.21
2024-03-19,39.68,3.39,4.5,6.86,2.91,16.43,0.11,3.85,55.23,0.75,217.48,965.76,29.52
2024-03-20,46.5,3.54,4.5,7.05,2.89,16.4,0.1,3.78,58.38,0.78,217.98,965.46,29.55
2024-03-21,40.15,3.41,4.01,6.49,2.92,16.35,0.1,3.97,61.75,0.79,201.2,965.73,29.25
2024-03-22,39.18,3.24,3.54,5.92,2.99,16.51,0.1,3.89,63.04,0.71,197.43,964.31,29.94
2024-03-23,39.18,3.37,3.19,5.79,3.1,17.16,0.1,3.83,60.06,0.79,211.35,964.39,30.35
2024-03-24,41.68,3.65,2.78,5.81,3.1,16.08,0.1,3.87,79.83,0.5,201.31,965.47,25.97
2024-03-25,41.27,3.13,4.11,6.24,3.16,18.28,0.1,3.8,33.33,1.01,235.81,964.8,34.66
2024-03-26,46.495000000000005,3.05,3.18,5.39,3.21,18.36,0.1,4.12,43.32,0.82,207.01,966.08,33.1
2024-03-27,51.72,3.99,4.63,7.7,3.07,18.48,0.1,4.01,50.77,0.76,214.07,968.11,29.72
2024-03-28,23.02,3.74,3.58,6.56,3.18,19.78,0.1,3.95,58.38,0.76,220.37,966.42,30.72
2024-03-29,36.91,4.14,2.59,6.26,3.38,19.03,0.1,4.24,80.82,0.62,210.74,966.21,27.39
2024-03-30,32.76,3.14,2.03,4.59,3.52,22.87,1.53,4.56,44.21,0.96,221.11,966.15,33.73
2024-03-31,32.3,3.36,1.98,4.82,3.54,23.2,1.42,4.38,60.23,0.81,222.88,967.0,30.67
2024-04-01,35.02,3.97,2.37,5.86,3.5,22.56,1.31,4.45,78.79,0.56,223.2,966.03,26.91
2024-04-02,27.44,3.16,1.62,4.29,3.46,21.15,1.2,4.67,57.16,0.97,215.98,962.98,33.38
2024-04-03,34.58,3.49,2.02,5.0,3.35,24.16,1.09,4.23,60.56,0.78,223.66,964.06,32.79
2024-04-04,29.76,3.2,1.94,4.59,3.13,22.08,0.98,4.06,50.01,1.05,225.93,963.98,34.74
2024-04-05,30.84,3.3,1.56,4.41,3.12,20.91,0.87,4.3,62.43,0.82,220.14,963.87,31.89
2024-04-06,38.86,3.41,2.13,5.01,3.08,20.47,0.76,4.22,61.29,0.82,218.04,962.97,31.9
2024-04-07,34.92,3.24,1.53,4.32,3.1,20.12,0.65,4.15,59.67,0.75,212.7,962.85,31.87
2024-04-08,33.28,3.25,1.52,4.32,3.1,19.71,0.54,4.04,62.34,0.76,215.86,963.44,31.96
2024-04-09,35.78,3.34,1.92,4.75,3.06,19.63,0.42999999999999994,4.12,58.68,0.8,207.92,964.41,31.44
2024-04-10,46.88,3.27,1.97,4.7,3.06,19.54,0.32000000000000006,4.16,56.08,0.77,204.2,964.79,30.92
2024-04-11,32.57,3.35,2.11,4.92,3.05,19.8,0.20999999999999996,4.03,55.16,0.83,208.44,964.86,31.73
2024-04-12,20.52,3.32,1.62,4.48,3.07,19.15,0.1,4.05,62.24,1.04,199.05,964.89,31.3
2024-04-13,19.59,3.3,1.73,4.55,3.06,19.38,0.13277777777777777,3.99,60.68,0.91,203.4,965.16,31.13
2024-04-14,30.32,3.16,1.79,4.42,3.07,18.95,0.16555555555555557,4.07,54.77,0.87,192.99,965.27,31.6
2024-04-15,24.26,3.23,1.9,4.59,3.08,18.84,0.19833333333333333,3.88,55.29,0.94,205.33,965.78,31.43
2024-04-16,25.58,3.4,1.96,4.85,3.05,19.01,0.2311111111111111,3.99,61.37,0.78,210.0,965.08,31.36
2024-04-17,27.52,3.31,2.13,4.89,3.05,19.27,0.26388888888888884,4.05,62.32,0.88,228.44,964.19,31.81
2024-04-18,34.0,3.26,1.77,4.53,3.06,19.13,0.29666666666666663,4.05,68.78,0.73,213.1,963.11,31.21
2024-04-19,27.45,3.14,1.3,4.01,3.09,19.26,0.32944444444444443,4.29,67.45,0.77,214.75,961.76,31.69
2024-04-20,32.35,3.13,1.28,3.98,3.09,18.76,0.3622222222222222,4.13,71.14,0.73,211.51,961.32,30.66
2024-04-21,27.68,3.08,1.26,3.9,3.11,19.3,0.395,4.27,63.97,0.77,215.13,962.12,31.9
2024-04-22,19.72,3.15,1.21,3.94,3.1,17.55,0.4277777777777777,4.14,83.49,0.42,218.7,962.65,26.72
2024-04-23,31.84,3.12,2.0,4.53,3.07,20.28,0.4605555555555555,4.19,52.56,0.97,223.47,961.47,34.34
2024-04-24,25.6,3.24,2.26,4.9,3.08,21.93,0.4933333333333333,4.44,61.6,0.88,217.28,962.01,31.78
2024-04-25,31.91,3.2,2.3,4.88,3.17,23.21,0.5261111111111111,4.7,62.65,0.78,217.44,961.95,32.08
2024-04-26,33.0,3.28,2.26,4.95,3.23,25.21,0.5588888888888889,4.56,59.29,0.85,229.13,961.87,32.74
2024-04-27,25.11,41.62,2.58,13.75,4.54,30.38,0.5916666666666666,4.82,65.06,0.7,236.93,960.8,31.57
2024-04-29,8.08,3.05,2.1,4.53,3.13,27.15,0.6244444444444444,4.74,33.83,1.48,250.76,963.37,38.76
2024-04-30,20.33,3.19,2.82,5.28,3.09,25.52,0.6572222222222222,4.91,35.27,1.1,243.47,960.59,39.85
2024-05-01,19.6,3.09,1.87,4.38,3.2,30.32,0.69,4.65,44.04,1.02,240.75,960.13,38.51
2024-05-02,23.47,2.68,1.56,3.65,3.09,24.02,0.7141666666666666,4.44,46.94,1.07,246.63,960.88,38.67
2024-05-06,23.81,2.86,1.96,4.1,2.98,16.41,0.7383333333333333,5.58,48.64,0.93,210.78,961.25,33.59
2024-05-07,21.35,3.25,2.27,4.91,2.9,31.19,0.7625,4.45,61.2,0.92,218.1,963.22,31.25
2024-05-08,28.86,3.44,2.71,5.5,2.84,34.84,0.7866666666666666,3.86,65.15,0.93,219.05,963.03,31.62
2024-05-09,21.57,3.46,3.37,6.05,2.89,33.76,0.8108333333333333,4.08,68.12,0.88,228.49,962.13,30.02
2024-05-10,34.35,3.39,3.18,5.8,2.79,33.12,0.835,4.16,68.52,0.77,214.87,963.24,30.8
2024-05-11,27.9,3.37,2.87,5.54,2.83,32.56,0.8591666666666666,4.37,71.8,0.87,216.65,964.01,29.66
2024-05-12,34.85,3.3,2.61,5.24,2.85,32.83,0.8833333333333333,4.33,97.49,0.41,198.02,964.2,24.84
2024-05-13,27.52,3.1,2.81,5.16,2.86,30.36,0.9075,3.74,77.26,0.71,212.98,962.49,28.5
2024-05-14,27.38,2.95,2.88,5.04,2.88,32.62,0.9316666666666666,4.01,72.85,0.88,217.61,963.17,29.48
2024-05-15,28.215,2.85,2.52,4.56,2.89,39.78,0.9558333333333333,4.03,59.51,1.06,244.77,962.22,33.16
2024-05-16,29.05,2.94,2.43,4.68,2.98,32.02,0.98,4.0,69.25,0.56,208.94,963.55,30.32
2024-05-17,30.6,2.84,2.68,4.74,2.87,31.61,0.855,4.25,85.6,1.01,231.94,962.3,26.8
2024-05-18,25.42,2.93,2.15,4.43,2.94,32.57,0.73,4.19,90.45,1.66,102.21,961.04,26.45
2024-05-19,18.65,2.89,1.24,3.66,3.03,32.05,0.65,4.25,89.71,0.94,147.76,959.65,26.51
2024-05-20,15.41,2.79,1.61,3.83,2.98,32.03,0.59,4.28,90.45,0.48,212.51,959.45,25.04
2024-05-21,17.46,2.87,1.67,3.98,3.0,33.21,0.6666666666666666,4.4,81.19,0.56,212.27,959.34,27.31
2024-05-22,11.48,2.88,2.2,4.4,2.92,32.91,0.7433333333333333,4.23,89.31,0.98,229.7,958.13,25.72
2024-05-23,16.63,2.79,2.24,3.78,3.06,31.96,0.82,4.1,89.08,0.58,214.77,957.38,26.89
2024-05-24,18.13,3.04,1.26,3.8,3.0,32.42,0.71,4.14,93.98,0.59,207.5,957.34,25.13
2024-05-25,23.43,2.92,1.13,3.6,3.03,32.08,0.8075,4.06,81.92,0.65,193.23,958.66,26.81
2024-05-26,23.85,3.0,0.86,3.48,3.05,31.97,0.905,4.24,81.97,0.8,200.02,959.23,27.42
2024-05-27,24.59,3.01,0.92,3.55,3.04,31.55,1.0025,4.13,81.08,0.83,198.39,959.72,27.77
2024-05-28,20.86,3.0,1.13,3.7,3.02,31.29,1.1,4.18,84.16,0.76,194.28,960.21,27.08
2024-05-29,16.1,2.98,1.0,3.56,3.04,31.32,1.06,4.23,81.94,0.82,204.68,959.77,27.96
2024-05-30,18.46,2.98,1.03,3.6,3.03,30.65,1.01,4.18,81.59,0.83,211.36,960.34,28.22
2024-05-31,23.56,3.05,1.14,3.77,3.01,30.95,0.605,4.29,81.21,0.76,207.7,960.47,28.97
2024-06-01,20.54,3.08,1.36,3.99,2.99,31.0,0.2,4.22,82.6,0.74,209.59,960.87,28.68
2024-06-02,19.65,3.11,1.2,3.88,3.01,31.02,0.18,4.12,79.35,0.76,217.77,961.62,28.89
2024-06-03,20.34,3.12,1.42,4.08,2.99,31.06,0.19,4.11,81.13,0.74,215.54,962.22,28.18
2024-06-04,18.8,3.1,1.48,4.11,2.98,30.92,0.21,4.15,79.01,0.64,204.13,962.78,28.57
2024-06-05,15.9,2.96,1.1,3.62,3.05,31.0,0.15,4.12,80.49,0.71,203.63,962.97,28.33
2024-06-06,16.18,3.03,1.69,4.19,2.98,31.71,0.17,4.18,81.3,0.64,217.22,963.65,27.84
2024-06-07,10.6,2.86,1.22,3.6,3.03,31.81,0.18,4.11,81.33,0.76,220.17,962.09,27.33
2024-06-08,9.08,2.89,1.03,3.48,3.05,31.8,0.19,4.25,76.86,0.93,208.93,962.12,28.04
2024-06-09,11.83,2.84,0.81,3.24,3.08,32.12,0.2,4.3,81.04,0.84,203.63,962.05,27.08
2024-06-10,13.05,2.87,1.08,3.48,3.05,30.88,0.2,4.21,80.94,0.88,205.24,962.83,26.83
2024-06-11,12.07,2.83,0.85,3.24,3.07,31.7,0.17,4.24,80.53,0.87,198.98,962.85,27.26
2024-06-12,7.5,2.83,0.28,2.75,3.13,31.58,0.14,4.23,88.25,0.84,195.96,963.04,25.25
